,CB_company_uuid,legal_name,domain,city,status,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,founded_on,last_funding_on,employee_count,raised_amount_usd,acquiree_name,acquirer_name,acquired_on,went_public_on,valuation_price_usd,valuation_price,money_raised_usd,money_raised,CB_people_uuid,person_name,started_on,ended_on,is_current,title,job_type,first_name,last_name,gender,facebook_url,linkedin_url,twitter_url,facebook_url_exists,linkedin_url_exists,twitter_url_exists
29823,2ecba791-c958-4a54-a9fc-ff99964d9f11,"Celularity, Inc.",celularity.com,Florham Park,ipo,"Biotechnology,Health Care,Science and Engineering",3.0,370000004.0,370000004.0,2017-09-01,2021-07-19,101-250,370000004.0,,,,2021-07-19,1700000000.0,1700000000.0,372000000.0,372000000.0,9cc9f45e-e797-8ec9-42a7-27ddfeedb72a,"Robert J. Hariri, M.D., Ph.D.",,,True,Founder & Chairman,board_member,Robert J.,"Hariri, M.D., Ph.D.",male,,https://www.linkedin.com/in/drbobhariri,http://twitter.com/HaririRobert,0,1,1
29854,6a18a713-e3cd-4f55-80ed-0837cf097667,Wellness Shots Co.,viveorganic.com,Venice,operating,"Food and Beverage,Health Care",2.0,20000000.0,20000000.0,2015-12-01,2020-07-23,11-50,20000000.0,,,,,,,,,bad9fdb4-790d-2118-255b-943806fc1ade,Wyatt Taubman,2015-11-01,,True,CEO & Co-Founder,executive,Wyatt,Taubman,male,,https://www.linkedin.com/in/wyatt-taubman-85546266/,,0,1,0
29892,20ffedb6-9bbc-721b-23bf-642f7948b09b,Maiyet Inc,maiyet.com,New York,operating,"Clothing and Apparel,Consumer Electronics,Design,Events,Hardware,Media and Entertainment",2.0,38950545.0,38950545.0,2011-01-01,2015-10-26,11-50,38950545.0,,,,,,,,,f5677305-332e-c1ed-3a83-9631f4e39a64,Daniel Lubetzky,,,True,Founder,executive,Daniel,Lubetzky,male,https://www.facebook.com/LubetzkyDaniel/,https://www.linkedin.com/in/daniellubetzky,https://twitter.com/DanielLubetzky,1,1,1
29893,20ffedb6-9bbc-721b-23bf-642f7948b09b,Maiyet Inc,maiyet.com,New York,operating,"Clothing and Apparel,Consumer Electronics,Design,Events,Hardware,Media and Entertainment",2.0,38950545.0,38950545.0,2011-01-01,2015-10-26,11-50,38950545.0,,,,,,,,,12fafc69-bc1c-d10f-abf7-1bda6d9f612d,Paul van Zyl,2010-01-01,,True,Founder & CEO,executive,Paul,van Zyl,male,,https://www.linkedin.com/in/paul-van-zyl-13441672/,,0,1,0
29894,20ffedb6-9bbc-721b-23bf-642f7948b09b,Maiyet Inc,maiyet.com,New York,operating,"Clothing and Apparel,Consumer Electronics,Design,Events,Hardware,Media and Entertainment",2.0,38950545.0,38950545.0,2011-01-01,2015-10-26,11-50,38950545.0,,,,,,,,,23d5fbd3-03bd-a5f8-714c-58fd2893ab19,Kristy Caylor,2010-09-01,2015-12-01,False,Founder,executive,Kristy,Caylor,female,https://www.facebook.com/kristy.caylor,https://www.linkedin.com/in/kristycaylor/,https://twitter.com/caylor,1,1,1
29953,920dfa74-5d29-ddb9-077c-ecae29d201aa,Bedly Inc.,bedly.com,New York,closed,"Internet Services,Real Estate",3.0,2700000.0,2700000.0,2015-01-01,2017-04-20,11-50,2700000.0,,,,,,,,,5dc166bd-c094-d2ba-66e9-6f42462382cc,Martin Greenberg,2015-01-01,2019-09-01,False,CEO & Co-Founder,executive,Martin,Greenberg,male,,https://www.linkedin.com/in/martingreenberg,,0,1,0
30066,0a77efa9-d52a-c5c2-629d-9d0cc7d5a752,"VIGILANT BIOSCIENCES, INC.",vigilantbiosciences.com,Fort Lauderdale,operating,"Biotechnology,Health Care,Science and Engineering",8.0,15426222.0,15426222.0,2011-01-01,2018-06-12,11-50,15426222.0,,,,,,,,,cd2b2546-9ff4-2308-3ed2-ad1d424b50d7,Matthew H.J. Kim,2011-01-01,,False,"Founder, Chairman & Chief Executive Officer",executive,Matthew,H.J. Kim,male,,https://www.linkedin.com/in/matthew-kim-0973031,,0,1,0
30067,0a77efa9-d52a-c5c2-629d-9d0cc7d5a752,"VIGILANT BIOSCIENCES, INC.",vigilantbiosciences.com,Fort Lauderdale,operating,"Biotechnology,Health Care,Science and Engineering",8.0,15426222.0,15426222.0,2011-01-01,2018-06-12,11-50,15426222.0,,,,,,,,,50f15260-1464-0967-f288-a3cb7fb5371a,Elizabeth J. Franzmann,2014-04-01,,True,Scientific Founder & Chief Scientific Officer,employee,Elizabeth,J. Franzmann,female,,https://www.linkedin.com/in/elizabeth-franzmann-86523119/,,0,1,0
30091,a1ef599d-ca80-6c2e-c182-0370be331905,"Antuit, Inc.",antuit.ai,Frisco,acquired,"Artificial Intelligence,Commerce and Shopping,Consumer Goods,Data and Analytics,Manufacturing,Professional Services,Science and Engineering,Software",2.0,59980511.0,59980511.0,2013-01-01,2015-01-22,101-250,59980511.0,Antuit,Zebra Technologies,2021-08-30,,,,,,c24ff3a5-6c35-5330-190d-d47d2f86a522,Neeraj Bhargava,2013-07-01,,False,Chairman & Co-Founder,executive,Neeraj,Bhargava,male,,https://www.linkedin.com/pub/neeraj-bhargava/0/474/a87,,0,1,0
30106,6ac31e65-f95f-cb7b-7765-165e31388a8c,"eShares, Inc. DBA Carta, Inc.",carta.com,San Francisco,operating,"Financial Services,Lending and Investments,Software",15.0,1127800000.0,1127800000.0,2012-01-01,2021-08-13,501-1000,1127800000.0,,,,,,,,,b5d62d6d-4359-3651-f1c4-88fffa1c8472,Henry Ward,2012-07-01,,True,Founder & CEO,executive,Henry,Ward,male,,https://www.linkedin.com/in/heward,https://twitter.com/henrysward,0,1,1
30108,ca52adc7-27eb-a07e-fad4-3f6521de75e6,"Citrine Informatics, Inc.",citrine.io,Redwood City,operating,"Artificial Intelligence,Data and Analytics,Manufacturing,Science and Engineering,Software",5.0,47954375.0,47954375.0,2013-02-01,2020-11-02,11-50,47954375.0,,,,,,,,,b4304fa3-63b4-69dc-a5f4-1af68665e66a,Bryce Meredig,2016-02-01,,True,CSO & Co- Founder,executive,Bryce,Meredig,male,,https://www.linkedin.com/in/bmeredig/,,0,1,0
30109,ca52adc7-27eb-a07e-fad4-3f6521de75e6,"Citrine Informatics, Inc.",citrine.io,Redwood City,operating,"Artificial Intelligence,Data and Analytics,Manufacturing,Science and Engineering,Software",5.0,47954375.0,47954375.0,2013-02-01,2020-11-02,11-50,47954375.0,,,,,,,,,4945078d-22e8-0033-abee-474b98a0dc48,Greg Mulholland,2016-02-01,,True,CEO & Co-founder,executive,Greg,Mulholland,male,,http://www.linkedin.com/in/gregorymulholland,,0,1,0
30128,f3cd0413-75a1-d289-7522-7eb1f44c031d,"Innovational Funding, LLC",ifunding.com,New York,closed,"Financial Services,Real Estate",5.0,5970000.0,5970000.0,2012-01-01,2016-08-23,1-10,5970000.0,,,,,,,,,f84beca2-1f37-b0a8-92bd-cfb5ef661425,William C. Skelley,,,False,Co-Founder & CEO,executive,William C.,Skelley,male,,https://www.linkedin.com/in/william-skelley-ab98b0156,,0,1,0
30141,1ea648ab-6ef2-a5b8-c8c2-8bea6f09af9c,"ThirdLove, Inc.",thirdlove.com,San Francisco,operating,"Clothing and Apparel,Commerce and Shopping,Design,Mobile",5.0,68600000.0,68600000.0,2013-01-01,2021-02-08,101-250,68600000.0,,,,,,,,,acef400e-2ba6-6098-1fc5-99713108881b,David Spector,2013-01-01,,True,Co-Founder & President,executive,David,Spector,male,https://www.facebook.com/davespector,https://www.linkedin.com/in/dspec/,http://twitter.com/dspector,1,1,1
30142,1ea648ab-6ef2-a5b8-c8c2-8bea6f09af9c,"ThirdLove, Inc.",thirdlove.com,San Francisco,operating,"Clothing and Apparel,Commerce and Shopping,Design,Mobile",5.0,68600000.0,68600000.0,2013-01-01,2021-02-08,101-250,68600000.0,,,,,,,,,0e1431c5-515a-7246-a72d-c6bd5a3e268a,Heidi Zak,2012-07-01,,True,Co-Founder and CEO,executive,Heidi,Zak,female,https://www.facebook.com/heidizak,https://www.linkedin.com/in/heidizak,https://twitter.com/heidizaks,1,1,1
30163,2ed89222-f374-45e0-e660-92fddc167a50,"BestFoodFeed & MyFab5, Inc.",bestfoodfeed.com,Ann Arbor,operating,"Advertising,Food and Beverage,Internet Services,Media and Entertainment,Sales and Marketing,Software,Travel and Tourism",3.0,142500.0,142500.0,2012-01-01,2014-10-08,11-50,142500.0,,,,,,,,,0032e3dc-b42f-13e7-37d2-0be238308587,John Gulbronson,2012-12-01,,True,"Co-Founder, CTO",executive,John,Gulbronson,male,http://www.facebook.com/john.gulbronson,https://www.linkedin.com/in/john-gulbronson-a285285b,,1,1,0
30164,2ed89222-f374-45e0-e660-92fddc167a50,"BestFoodFeed & MyFab5, Inc.",bestfoodfeed.com,Ann Arbor,operating,"Advertising,Food and Beverage,Internet Services,Media and Entertainment,Sales and Marketing,Software,Travel and Tourism",3.0,142500.0,142500.0,2012-01-01,2014-10-08,11-50,142500.0,,,,,,,,,f2dde990-6a24-a8f1-a607-ec2cabe230d7,Calvin Schemanski,2012-05-01,,True,"Co-Founder, CMO",executive,Calvin,Schemanski,male,http://www.facebook.com/calvinps,https://www.linkedin.com/in/calvin-schemanski-b373765b,http://twitter.com/calschemanski,1,1,1
30214,b9bae1d9-02c8-4f02-dd90-cf017208ec01,XOXCO INC,xoxco.com,Austin,acquired,"Content and Publishing,Design,Media and Entertainment,Software",1.0,1500000.0,1500000.0,2009-01-01,2015-11-02,1-10,1500000.0,XOXCO,Microsoft,2018-11-14,,,,,,19974427-adef-f637-93f4-0815414e6000,Ben Brown,2007-01-01,2018-11-01,False,Founder and CEO,executive,Ben,Brown,male,,https://www.linkedin.com/in/internetrockstar,https://twitter.com/benbrown,0,1,1
30216,b9bae1d9-02c8-4f02-dd90-cf017208ec01,XOXCO INC,xoxco.com,Austin,acquired,"Content and Publishing,Design,Media and Entertainment,Software",1.0,1500000.0,1500000.0,2009-01-01,2015-11-02,1-10,1500000.0,XOXCO,Microsoft,2018-11-14,,,,,,3a628e05-16b1-4edf-991b-066cbf9526e2,Katie Spence,2008-07-01,2015-10-01,False,"Founding Partner, Operations",executive,Katie,Spence,female,,https://www.linkedin.com/in/katie-spence-0114a2b7,https://twitter.com/spenceke,0,1,1
30242,0d5e5f8c-266c-3826-fd3a-3cfcf69bb8d1,"Applango USA, Inc.",applango.com,Stamford,operating,"Information Technology,Sales and Marketing,Software",4.0,2000000.0,2000000.0,2012-01-01,2014-04-19,11-50,2000000.0,,,,,,,,,3c91ebd7-e412-b9d0-ab4c-7aedcae34042,Daniel Sarfati,2011-09-01,,True,Founder & CEO,executive,Daniel,Sarfati,male,,https://il.linkedin.com/in/danielsarfati,,0,1,0
30255,3dd712f8-0f6d-2a6e-a007-4f503cc823b0,"Panorama Education, LLC,",panoramaed.com,Boston,operating,"Data and Analytics,Education,Software",8.0,92670001.0,92670001.0,2012-01-01,2021-09-02,101-250,92670001.0,,,,,,,,,8dd717e8-cf4b-d02b-272c-789f541dba49,Aaron Feuer,2012-04-01,,True,Co-Founder & CEO,executive,Aaron,Feuer,male,http://www.facebook.com/aaron.feuer,http://www.linkedin.com/in/aaronfeuer,http://twitter.com/aaronfeuer,1,1,1
30256,3dd712f8-0f6d-2a6e-a007-4f503cc823b0,"Panorama Education, LLC,",panoramaed.com,Boston,operating,"Data and Analytics,Education,Software",8.0,92670001.0,92670001.0,2012-01-01,2021-09-02,101-250,92670001.0,,,,,,,,,a77bca18-4c62-b992-8e65-d481ffc98ca3,Alexander Tanner,2012-01-01,2020-12-01,False,Co-Founder and President,executive,Alexander,Tanner,male,,https://www.linkedin.com/in/xantanner/,https://twitter.com/xantanner,0,1,1
30257,3dd712f8-0f6d-2a6e-a007-4f503cc823b0,"Panorama Education, LLC,",panoramaed.com,Boston,operating,"Data and Analytics,Education,Software",8.0,92670001.0,92670001.0,2012-01-01,2021-09-02,101-250,92670001.0,,,,,,,,,ea723fcf-cb5b-f7d9-11e3-ecc00b2c96a5,David Carel,2012-03-01,2014-04-01,False,"Co-Founder, Director of Research and Partnerships",executive,David,Carel,male,,http://www.linkedin.com/pub/david-carel/76/abb/270,http://twitter.com/davidcarel,0,1,1
30283,e8f85abf-1fc2-233c-5f63-14da90190c38,"Opsgenie, Inc.",opsgenie.com,Falls Church,acquired,"Apps,Consumer Electronics,Hardware,Information Technology,Mobile,Software",1.0,10000000.0,10000000.0,2012-01-01,2016-06-29,101-250,10000000.0,OpsGenie,Atlassian,2018-09-04,,,,,,9d7eff71-fc66-cf6b-596e-5cd2143e5263,Berkay Mollamustafaoglu,2012-09-01,2018-09-01,False,Founder & CEO,executive,Berkay,Mollamustafaoglu,male,,http://www.linkedin.com/in/berkay,http://twitter.com/berkay,0,1,1
30284,e8f85abf-1fc2-233c-5f63-14da90190c38,"Opsgenie, Inc.",opsgenie.com,Falls Church,acquired,"Apps,Consumer Electronics,Hardware,Information Technology,Mobile,Software",1.0,10000000.0,10000000.0,2012-01-01,2016-06-29,101-250,10000000.0,OpsGenie,Atlassian,2018-09-04,,,,,,fb488ace-708c-4f2a-9974-d12ecde98c49,Sezgin Kucukkaraaslan,2018-01-01,,False,Co-Founder & CTO,executive,Sezgin,Kucukkaraaslan,male,,https://www.linkedin.com/in/sezgin-kucukkaraaslan/,,0,1,0
30285,e8f85abf-1fc2-233c-5f63-14da90190c38,"Opsgenie, Inc.",opsgenie.com,Falls Church,acquired,"Apps,Consumer Electronics,Hardware,Information Technology,Mobile,Software",1.0,10000000.0,10000000.0,2012-01-01,2016-06-29,101-250,10000000.0,OpsGenie,Atlassian,2018-09-04,,,,,,408ecd90-242a-4d0d-acf6-a896626c72f1,Abdurrahim Eke,2011-11-01,2018-01-01,False,Co-Founder & CSRO,executive,Abdurrahim,Eke,male,,https://www.linkedin.com/in/ekelog/,,0,1,0
30299,6aaada96-b5ff-9b35-4088-77cb1cc49793,"SURGICAL THEATER, LLC.",surgicaltheater.com,Los Angeles,operating,"Hardware,Health Care,Software",4.0,11075050.0,11075050.0,2010-01-01,2015-10-19,11-50,11075050.0,,,,,,,,,75fe0cbf-b451-57b0-17c6-ade3de71fc6c,Moty Avisar,2010-02-01,,True,Co-Founder & CEO,executive,Moty,Avisar,male,,https://www.linkedin.com/in/moty-avisar-78805716/,,0,1,0
30300,6aaada96-b5ff-9b35-4088-77cb1cc49793,"SURGICAL THEATER, LLC.",surgicaltheater.com,Los Angeles,operating,"Hardware,Health Care,Software",4.0,11075050.0,11075050.0,2010-01-01,2015-10-19,11-50,11075050.0,,,,,,,,,686b9153-f05a-0335-0595-ef6d83fe8bab,Alon Geri,2011-03-01,,True,"VP Engineering, Co-Founder & CTO",executive,Alon,Geri,male,,http://www.linkedin.com/in/alongeri,,0,1,0
30358,e42b6da9-bb6e-178a-34d2-7783bfd5c5f9,"Acton, Inc.",actonglobal.com,Livermore,operating,"Sustainability,Transportation",2.0,5870000.0,5870000.0,2013-01-01,2018-10-31,51-100,5870000.0,,,,,,,,,d9cbcba3-9110-ebcc-3d66-60f93b2848eb,Peter Treadway,2013-08-01,,True,Co-founder & CTO,executive,Peter,Treadway,male,,https://www.linkedin.com/in/peter-treadway-49496844,,0,1,0
30359,e42b6da9-bb6e-178a-34d2-7783bfd5c5f9,"Acton, Inc.",actonglobal.com,Livermore,operating,"Sustainability,Transportation",2.0,5870000.0,5870000.0,2013-01-01,2018-10-31,51-100,5870000.0,,,,,,,,,8ea808fe-50b1-ae85-3de0-55544df1bf6a,Janelle Wang,2013-08-01,,True,Co-founder & CEO,executive,Janelle,Wang,female,,https://www.linkedin.com/in/janellewang2011,,0,1,0
30362,8e945bbd-6c21-51fd-5105-76fc0a2e738c,"KIDPASS, INC.",kidpass.com,New York,acquired,"Community and Lifestyle,Education,Internet Services,Other",4.0,11600000.0,11600000.0,2015-01-01,2019-05-31,11-50,11600000.0,KidPass,BEGiN,2021-08-06,,,,,,7bc7d3cb-a3cd-dd13-67c3-009e62a34db2,Solomon Liou,2015-01-01,,True,Co-Founder & CEO,executive,Solomon,Liou,male,https://www.facebook.com/solomonliou,https://www.linkedin.com/in/solomonliou,https://twitter.com/solomonliou,1,1,1
30370,cc0c83d3-89a3-4b3f-eaa8-62b88d82a8a3,Insightful Pvt. Ltd.,targetingmantra.com,Mountain View,acquired,"Commerce and Shopping,Other,Software",1.0,1100000.0,1100000.0,2013-01-01,2014-09-15,11-50,1100000.0,TargetingMantra,Snapdeal,2016-05-05,,,,,,f7d2c067-b0da-9c4f-faa9-545d7146c8f7,Saurabh Nangia,,2016-04-01,False,Co-founder,executive,Saurabh,Nangia,male,http://www.facebook.com/saurabhnangia,http://www.linkedin.com/in/saurabhnangia,http://twitter.com/nangia5,1,1,1
30372,cc0c83d3-89a3-4b3f-eaa8-62b88d82a8a3,Insightful Pvt. Ltd.,targetingmantra.com,Mountain View,acquired,"Commerce and Shopping,Other,Software",1.0,1100000.0,1100000.0,2013-01-01,2014-09-15,11-50,1100000.0,TargetingMantra,Snapdeal,2016-05-05,,,,,,853bd556-f473-9105-0641-8be44827ad3a,Rahul Singh,,2016-04-01,False,Co-founder,executive,Rahul,Singh,male,,http://www.linkedin.com/pub/rahul-singh/25/702/168,,0,1,0
30413,b29edb73-9081-4832-96b2-b8872f08c485,"Qualified.com, Inc.",qualified.com,San Francisco,operating,"Commerce and Shopping,Information Technology,Other,Sales and Marketing,Software",3.0,68000000.0,68000000.0,2018-08-18,2021-05-25,101-250,68000000.0,,,,,,,,,da4dae3e-7f67-74e4-8283-a774ab59105c,Kraig Swensrud,2018-08-01,,True,Founder & CEO,executive,Kraig,Swensrud,male,http://www.facebook.com/getfeedback,http://www.linkedin.com/in/kraigswensrud,http://twitter.com/kswensrud,1,1,1
30417,b29edb73-9081-4832-96b2-b8872f08c485,"Qualified.com, Inc.",qualified.com,San Francisco,operating,"Commerce and Shopping,Information Technology,Other,Sales and Marketing,Software",3.0,68000000.0,68000000.0,2018-08-18,2021-05-25,101-250,68000000.0,,,,,,,,,544f085a-fd0f-7c11-c570-4661091785b8,Sean Whiteley,2018-10-01,,True,Founder,executive,Sean,Whiteley,male,,https://www.linkedin.com/in/seanwhiteley,http://twitter.com/seanwhiteley,0,1,1
30486,dd268e48-d2e9-fb70-9dd2-352b194841f2,CashBet Alderney Limited,cashbet.com,Oakland,operating,"Gaming,Mobile,Software",4.0,3400000.0,3400000.0,2012-01-01,2016-12-01,11-50,3400000.0,,,,,,,,,f4cff5e0-4f8f-94ce-5594-9b946d8aca2f,Mike Reaves,2012-12-01,2018-08-01,False,CEO and Co-Founder,executive,Mike,Reaves,male,http://www.facebook.com/mikereaves,http://www.linkedin.com/in/mikereaves,http://twitter.com/cashbet_mgt,1,1,1
30487,dd268e48-d2e9-fb70-9dd2-352b194841f2,CashBet Alderney Limited,cashbet.com,Oakland,operating,"Gaming,Mobile,Software",4.0,3400000.0,3400000.0,2012-01-01,2016-12-01,11-50,3400000.0,,,,,,,,,b49246d5-eaba-2b05-d671-a4923f72f1d1,George Weinberg,2012-12-01,,True,CTO and Co-founder,executive,George,Weinberg,male,,https://www.linkedin.com/in/george-weinberg-07b4b541,,0,1,0
30503,83d714ab-502e-9af4-b303-5257dcbebc5a,"Homepolish, Inc.",homepolish.com,New York,closed,"Commerce and Shopping,Design,Real Estate",1.0,16973311.0,16973311.0,2012-01-01,2016-01-22,11-50,16973311.0,,,,,,,,,5b3a8c9f-20a1-7035-4fa8-3976723abbf9,Will Nathan,2012-08-01,2016-07-01,False,Co-founder & Chairman,executive,Will,Nathan,male,https://www.facebook.com/willmnathan,https://www.linkedin.com/in/willmnathan,http://twitter.com/extrawilling,1,1,1
30504,83d714ab-502e-9af4-b303-5257dcbebc5a,"Homepolish, Inc.",homepolish.com,New York,closed,"Commerce and Shopping,Design,Real Estate",1.0,16973311.0,16973311.0,2012-01-01,2016-01-22,11-50,16973311.0,,,,,,,,,0bc822b1-916d-0cbb-202d-fc4820ca7f7c,Noa Santos,2012-06-01,,False,C.E.O. and Founder,executive,Noa,Santos,male,,https://www.linkedin.com/in/noa-santos-0a31049,https://twitter.com/NoaSantos,0,1,1
30577,7f2e3d91-fd1a-0037-1f67-28141e09b656,CARD Corporation,card.com,San Ramon,operating,"Financial Services,Lending and Investments,Mobile,Payments",5.0,18593000.0,18593000.0,2012-01-01,2020-12-01,11-50,18593000.0,,,,,,,,,98383152-ec78-4149-b7a3-7da9dc8ff032,Ron Lin,2012-01-01,2015-01-01,False,Founder & CTO,executive,Ron,Lin,male,,https://www.linkedin.com/in/ronlin,http://twitter.com/ronrlin,0,1,1
30624,e00ff0f3-a9ee-28c0-6d98-69ab045870ec,Zendrive Inc.,zendrive.com,San Francisco,operating,"Data and Analytics,Internet Services,Mobile,Transportation",4.0,57000000.0,57000000.0,2013-01-01,2019-08-20,11-50,57000000.0,,,,,,,,,45166046-e86e-cbce-446c-b52d89a90815,Jonathan Matus,2013-01-01,,True,Founder & CEO,executive,Jonathan,Matus,male,,http://www.linkedin.com/in/jmatus,http://twitter.com/uberjon,0,1,1
30625,e00ff0f3-a9ee-28c0-6d98-69ab045870ec,Zendrive Inc.,zendrive.com,San Francisco,operating,"Data and Analytics,Internet Services,Mobile,Transportation",4.0,57000000.0,57000000.0,2013-01-01,2019-08-20,11-50,57000000.0,,,,,,,,,41868dd4-dab9-68d0-cb67-07996514a223,Pankaj Risbood,2013-08-01,2019-05-01,False,Co-Founder & VP Engineering Data,executive,Pankaj,Risbood,male,http://www.facebook.com/risbood,http://www.linkedin.com/in/risbood,http://twitter.com/risbood,1,1,1
30662,fd0d2e56-9f3d-f3e6-3b4a-9896a61e6f31,Price Waiter LLC,pricewaiter.com,Chattanooga,closed,"Commerce and Shopping,Data and Analytics,Hardware,Other,Software",3.0,1637662.0,1637662.0,2012-01-01,2019-04-22,1-10,1637662.0,,,,,,,,,3a9a30e0-9ab8-cf24-143f-0e0177f3729c,Matt Bain,2011-01-01,,True,"Co-Founder, Coder and Designer",executive,Matt,Bain,male,,https://www.linkedin.com/in/matt-bain,,0,1,0
30663,fd0d2e56-9f3d-f3e6-3b4a-9896a61e6f31,Price Waiter LLC,pricewaiter.com,Chattanooga,closed,"Commerce and Shopping,Data and Analytics,Hardware,Other,Software",3.0,1637662.0,1637662.0,2012-01-01,2019-04-22,1-10,1637662.0,,,,,,,,,253c688a-3c90-8c00-79de-2e5871361218,Andrew Scarbrough,2011-04-01,2021-12-01,False,"COO, Co-founder",executive,Andrew,Scarbrough,male,,https://www.linkedin.com/in/andrewscarbrough,,0,1,0
30680,30eca85e-60a9-d451-764e-b79cab9239a8,"GenePeeks, Inc.",genepeeks.com,New York,operating,"Biotechnology,Health Care,Science and Engineering",4.0,28750000.0,28750000.0,2009-01-01,2017-01-25,11-50,28750000.0,,,,,,,,,b1eb1066-9ad2-530f-b830-1a7fffaa19a6,Anne Morriss,2012-01-01,2018-01-01,False,Founder & CEO,executive,Anne,Morriss,female,,https://www.linkedin.com/in/anne-morriss,,0,1,0
30681,30eca85e-60a9-d451-764e-b79cab9239a8,"GenePeeks, Inc.",genepeeks.com,New York,operating,"Biotechnology,Health Care,Science and Engineering",4.0,28750000.0,28750000.0,2009-01-01,2017-01-25,11-50,28750000.0,,,,,,,,,6f53a8d3-d1a2-7ed1-805d-7bd39a3f026e,Lee Silver,2010-01-01,,True,Founder,executive,Lee,Silver,male,,https://www.linkedin.com/in/lee-silver-30b4878/,,0,1,0
30692,f1c60fa6-73f3-d276-592f-be363df8af2f,MoveIn Inc.,rentable.co,Madison,operating,"Advertising,Internet Services,Real Estate,Sales and Marketing",10.0,34418000.0,34418000.0,2011-01-03,2021-08-03,51-100,34418000.0,,,,,,,,,7b4335d3-e571-a521-4413-08602fa1dea6,Adam Olien,2011-01-01,,True,CTO/Co-Founder,executive,Adam,Olien,male,,https://www.linkedin.com/in/adam-olien-2938a82b,http://twitter.com/adamolien,0,1,1
30693,f1c60fa6-73f3-d276-592f-be363df8af2f,MoveIn Inc.,rentable.co,Madison,operating,"Advertising,Internet Services,Real Estate,Sales and Marketing",10.0,34418000.0,34418000.0,2011-01-03,2021-08-03,51-100,34418000.0,,,,,,,,,915f6a59-d350-d380-8f67-94382462862a,Alec Slocum,2011-01-01,,True,CEO/Co-Founder,executive,Alec,Slocum,male,,https://www.linkedin.com/in/alec-slocum-969bb231,http://twitter.com/AlecSlocum,0,1,1
30694,f1c60fa6-73f3-d276-592f-be363df8af2f,MoveIn Inc.,rentable.co,Madison,operating,"Advertising,Internet Services,Real Estate,Sales and Marketing",10.0,34418000.0,34418000.0,2011-01-03,2021-08-03,51-100,34418000.0,,,,,,,,,22a027dc-d80e-e402-194a-4ef0dd3369af,Chad Aldous,2011-01-01,,True,Head of Design / Co-Founder,executive,Chad,Aldous,male,,https://www.linkedin.com/in/chad-aldous-878aa014,http://twitter.com/ChadAldous,0,1,1
